CustomerKey,Full Name,Gender,DateFirstPurchase,Customer city,Country
11791,Chase Morgan,Male,2021-09-29,Spokane,United States
11792,Alexia Perry,Female,2021-05-03,Colma,United States
11793,Xavier Rogers,Male,2021-02-04,Burbank,United States
11794,Lauren Ross,Female,2021-11-28,Lakewood,United States
11795,Nicole Thomas,Female,2021-07-12,Downey,United States
11796,Isabel Jenkins,Female,2019-10-16,Downey,United States
11797,Devin Coleman,Male,2019-10-14,Oakland,United States
11798,Brendan Chande,Male,2019-10-15,Bremerton,United States
11799,Jessie Wang,Male,2019-10-10,Burien,United States
11800,Jennifer Baker,Female,2021-08-10,Beaverton,United States
11801,Aaron Sharma,Male,2021-12-12,Beaverton,United States
11802,Madison Taylor,Female,2021-02-25,Oak Bay,Canada
11803,Jan Hernandez,Female,2021-07-29,Olympia,United States
11804,Haley Turner,Female,2021-05-29,Redmond,United States
11805,Richard Green,Male,2021-04-23,Beverly Hills,United States
11806,Jennifer Stewart,Female,2021-02-21,Burlingame,United States
11807,Lucas Baker,Male,2021-04-13,National City,United States
11808,James Parker,Male,2021-03-26,N. Vancouver,Canada
11809,Juan Gray,Male,2019-10-21,Beverly Hills,United States
11810,Antonio Washington,Male,2019-10-20,Bremerton,United States
11811,Abigail Brooks,Female,2019-10-15,Colma,United States
11812,Andrew Rodriguez,Male,2019-10-03,Walla Walla,United States
11813,Mary Patterson,Female,2019-10-16,W. Linn,United States
11814,Dalton Morgan,Male,2021-06-23,Lake Oswego,United States
11815,Hannah Patterson,Female,2019-10-02,Tacoma,United States
11816,Joe Torres,Male,2019-10-02,Beverly Hills,United States
11817,Morgan Miller,Female,2019-10-13,Colma,United States
11818,Daniel Garcia,Male,2019-10-21,Coronado,United States
11819,Jose Lal,Male,2021-02-15,Everett,United States
11820,Katelyn Lopez,Female,2021-02-09,Victoria,Canada
11821,Austin Johnson,Male,2021-07-30,Beverly Hills,United States
11822,Rohinton Wadia,Female,2021-05-20,Lincoln Acres,United States
11823,Morgan Turner,Female,2021-05-18,Metchosin,Canada
11824,Jill Martin,Female,2021-03-18,Newton,Canada
11825,Aimee She,Female,2019-10-16,Bellflower,United States
11826,Jessie Alonso,Female,2019-10-27,Beverly Hills,United States
11827,Sara Baker,Female,2021-02-20,Newton,Canada
11828,Katherine Martinez,Female,2021-04-03,Milwaukie,United States
11829,Sophia Campbell,Female,2021-03-13,Seattle,United States
11830,Taylor Garcia,Female,2019-09-29,Lincoln Acres,United States
11831,Christian Ross,Male,2019-10-27,San Carlos,United States
11832,Zoe Murphy,Female,2021-02-18,Walla Walla,United States
11833,Oscar Price,Male,2021-06-12,Oak Bay,Canada
11834,Fernando Flores,Male,2019-10-22,Mill Valley,United States
11835,Elijah Russell,Male,2021-01-10,Metchosin,Canada
11836,Garrett Travers,Male,2021-03-24,Everett,United States
11837,Haley Alexander,Female,2019-10-13,San Francisco,United States
11838,Justin Rodriguez,Male,2021-05-31,Beaverton,United States
11839,Tyler Brown,Male,2019-10-26,Santa Monica,United States
11840,Julian Patterson,Male,2021-04-30,Lincoln Acres,United States
11841,Sean Nelson,Male,2021-05-20,Langley,Canada
11842,Justin Wilson,Male,2021-05-12,Olympia,United States
11843,Christy Nara,Female,2021-02-07,Beaverton,United States
11844,Michele Alvarez,Female,2021-10-05,Chula Vista,United States
11845,Natalie Jones,Female,2021-02-13,Shawnee,Canada
11846,Savannah Reed,Female,2021-04-28,Long Beach,United States
11847,Cassidy Diaz,Female,2021-06-28,Portland,United States
11848,Joshua Lewis,Male,2021-07-27,Yakima,United States
11849,Faith Reed,Female,2021-11-27,La Jolla,United States
11850,Brooke Ramirez,Female,2021-04-08,Novato,United States
11851,Jada Mitchell,Female,2021-06-16,Concord,United States
11852,Kyle Russell,Male,2021-07-10,Lakewood,United States
11853,Grace Jones,Female,2021-05-10,Concord,United States
11854,Jason Mitchell,Male,2019-10-25,West Covina,United States
11855,Christian Walker,Male,2021-04-27,Burlingame,United States
11856,Seth Hernandez,Male,2021-11-29,Corvallis,United States
11857,Isabella Young,Female,2021-10-06,Edmonds,United States
11858,Jordan Coleman,Male,2021-03-27,San Gabriel,United States
11859,Blake Garcia,Male,2021-04-22,Olympia,United States
11860,Nicole Walker,Female,2021-07-03,National City,United States
11861,Katherine Carter,Female,2021-05-14,Westminster,Canada
11862,Olivia Peterson,Female,2021-05-16,Everett,United States
11863,Jessica Wood,Female,2021-09-03,Sedro Woolley,United States
11864,Elizabeth Thompson,Female,2021-03-01,Tacoma,United States
11865,Chloe Rivera,Female,2021-02-17,National City,United States
11866,Lucas Scott,Male,2021-02-18,Glendale,United States
11867,Nathaniel James,Male,2021-06-04,National City,United States
11868,Jessica Peterson,Female,2021-02-02,Vancouver,Canada
11869,Kaitlyn Adams,Female,2021-03-20,Westminster,Canada
11870,Jillian Garcia,Female,2021-07-20,Burien,United States
11871,Dalton Bennett,Male,2021-02-23,Lynnwood,United States
11872,Faith Patterson,Female,2019-10-21,Glendale,United States
11873,Ryan Zhang,Male,2019-10-07,Spring Valley,United States
11874,Adrian Bell,Male,2021-07-19,Woodland Hills,United States
11875,Jonathan Brown,Male,2021-04-20,Langford,Canada
11876,Madison White,Female,2021-06-19,Oakland,United States
11877,Alexis Diaz,Female,2021-10-05,Newport Beach,United States
11878,Christine Nara,Female,2021-11-30,Ballard,United States
11879,Edgar Sai,Male,2021-02-27,Beaverton,United States
11880,Melissa Sanchez,Female,2021-04-10,Salem,United States
11881,Richard Mitchell,Male,2021-12-02,Grossmont,United States
11882,Patrick Stewart,Male,2021-02-17,Seattle,United States
11883,Hannah Anderson,Female,2021-02-21,Burien,United States
11884,Latoya Shen,Female,2021-02-17,Ballard,United States
11885,Kurt Sharma,Male,2019-10-28,Burlingame,United States
11886,Katelyn Parker,Female,2019-10-28,Santa Monica,United States
11887,Joseph White,Male,2021-05-28,Coronado,United States
11888,Aaron Ross,Male,2021-03-18,Cliffside,Canada
11889,Blake Patterson,Male,2021-02-23,Puyallup,United States
11890,Whitney Lopez,Female,2021-03-29,Berkeley,United States
11891,Jamie Liang,Female,2021-03-07,Beverly Hills,United States
11892,Julio Ortega,Male,2019-09-04,Rhodes,Australia
11893,Orlando Carlson,Male,2019-08-31,Sydney,Australia
11894,Ann Gonzalez,Female,2019-09-22,Hervey Bay,Australia
11895,Dustin Chander,Male,2019-09-12,Gold Coast,Australia
11896,Frank Carlson,Male,2019-09-01,Springwood,Australia
11897,Orlando Ashe,Male,2019-08-30,South Melbourne,Australia
11898,Angela Henderson,Female,2019-09-14,Brisbane,Australia
11899,Brenda Perez,Female,2019-09-04,Melton,Australia
11900,Byron Carlson,Male,2019-09-21,Newcastle,Australia
11901,Stacy Alvarez,Female,2019-09-10,Darlinghurst,Australia
11902,Drew Pal,Male,2021-02-21,Malabar,Australia
11903,Kate Raji,Female,2019-09-21,Caloundra,Australia
11904,Kaylee Cook,Female,2019-09-17,Geelong,Australia
11905,Isaiah Ramirez,Male,2019-08-29,Hobart,Australia
11906,Gabriella Sanders,Female,2019-09-10,Brisbane,Australia
11907,Sarah Garcia,Female,2019-09-28,Wollongong,Australia
11908,Rafael Tang,Male,2019-09-19,South Melbourne,Australia
11909,Nichole She,Female,2019-09-20,Rockhampton,Australia
11910,Jaclyn Zheng,Female,2019-10-09,Goulburn,Australia
11911,Rachael Kapoor,Female,2021-06-01,Geelong,Australia
11912,Rachael Sai,Female,2019-10-27,Townsville,Australia
11913,Rebecca Robinson,Female,2021-12-03,Seaford,Australia
11914,Meagan Rana,Female,2019-10-18,Port Macquarie,Australia
11915,Philip Carlson,Male,2019-10-02,Port Macquarie,Australia
11916,Joe Rana,Male,2019-10-01,Warrnambool,Australia
11917,Roy Sanz,Male,2019-10-27,Darlinghurst,Australia
11918,Kaylee Hill,Female,2019-10-13,Coffs Harbour,Australia
11919,Warren Andersen,Male,2019-10-05,Rockhampton,Australia
11920,Adrienne Gomez,Female,2019-10-10,Brisbane,Australia
11921,Gilbert Zhu,Male,2021-09-19,Cranbourne,Australia
11922,James Davis,Male,2021-02-15,Victoria,Canada
11923,Sarah Bryant,Female,2021-02-12,National City,United States
11924,Ian Long,Male,2019-10-26,Novato,United States
11925,Ashlee Jai,Female,2019-10-09,Bellingham,United States
11926,Eduardo Foster,Male,2021-05-04,Oregon City,United States
11927,Nicole Murphy,Female,2022-01-09,Sedro Woolley,United States
11928,Isabella Morris,Female,2021-05-31,El Cajon,United States
11929,Virginia Gonzalez,Female,2019-10-14,St. Leonards,Australia
11930,Jaclyn Nara,Female,2019-10-14,North Sydney,Australia
11931,Marcus Adams,Male,2021-02-16,Palo Alto,United States
11932,Elizabeth Coleman,Female,2021-04-29,Santa Monica,United States
11933,Mathew Rubio,Male,2019-10-13,Bellingham,United States
11934,Justin Shan,Male,2019-11-19,Burien,United States
11935,Jessica Taylor,Female,2021-06-06,Lebanon,United States
11936,Hunter Clark,Male,2021-04-05,Redmond,United States
11937,Devin Perez,Male,2019-10-29,Salem,United States
11938,Seth Alexander,Male,2021-03-07,Daly City,United States
11939,Kevin Washington,Male,2019-11-10,Imperial Beach,United States
11940,Tyler Miller,Male,2021-08-02,Woodland Hills,United States
11941,Adam Roberts,Male,2021-08-07,Woodburn,United States
11942,George Gonzalez,Male,2019-10-15,Newcastle,Australia
11943,Dawn Huang,Female,2019-10-18,Warrnambool,Australia
11944,Rachael Rodriguez,Female,2019-10-19,Silverwater,Australia
11945,Dennis Huang,Male,2019-10-29,Concord,United States
11946,Brandy Saunders,Female,2019-10-21,Sydney,Australia
11947,Jenny Zheng,Female,2019-10-13,Rhodes,Australia
11948,Tasha Xu,Female,2021-09-06,St. Leonards,Australia
11949,Julia Brooks,Female,2021-07-16,Torrance,United States
11950,Jordan Carter,Female,2021-02-17,Coronado,United States
11951,Lacey Huang,Female,2021-08-20,Melbourne,Australia
11952,Dorothy Robinson,Male,2019-10-05,Geelong,Australia
11953,Courtney Wright,Female,2021-02-09,Milwaukie,United States
11954,Joseph Garcia,Male,2019-11-01,Glendale,United States
11955,Gabriel Green,Male,2019-10-29,Glendale,United States
11956,Alexandria Sandberg,Female,2019-10-31,Beverly Hills,United States
11957,Courtney Hernandez,Female,2021-02-12,Redmond,United States
11958,Dylan Lal,Male,2021-06-16,Bremerton,United States
11959,Elizabeth Davis,Female,2021-03-23,Lemon Grove,United States
11960,Ana Griffin,Female,2021-03-25,Redmond,United States
11961,Anne Alvarez,Female,2021-02-11,Berkeley,United States
11962,Alexandra Roberts,Female,2021-08-11,Bellflower,United States
11963,Antonio Patterson,Male,2019-10-22,Coffs Harbour,Australia
11964,Sharon Salavaria,Male,2019-10-14,East Brisbane,Australia
11965,Katie She,Female,2021-02-10,Matraville,Australia
11966,Rafael Black,Male,2021-11-01,Bendigo,Australia
11967,Latasha Munoz,Female,2019-10-23,Hervey Bay,Australia
11968,Kelsey Becker,Female,2019-10-28,Milsons Point,Australia
11969,Randy Xu,Male,2019-10-19,Perth,Australia
11970,Bailey Collins,Female,2021-05-25,W. Linn,United States
11971,Amanda Adams,Female,2021-04-15,Fremont,United States
11972,Katherine Williams,Female,2021-11-09,Edmonds,United States
11973,Caroline Barnes,Female,2021-02-27,Renton,United States
11974,Randy Sun,Male,2021-10-30,Berkeley,United States
11975,Destiny Garcia,Female,2021-07-17,Chula Vista,United States
11976,Audrey Ramos,Female,2019-10-25,North Sydney,Australia
11977,Bonnie Jai,Female,2019-11-01,Newcastle,Australia
11978,Jackson Washington,Male,2021-02-03,Fremont,United States
11979,Christopher Johnson,Male,2021-02-14,Victoria,Canada
11980,Kimberly Richardson,Female,2021-09-23,Santa Monica,United States
11981,Alexandria Howard,Female,2021-04-09,Everett,United States
11982,Alexandra Foster,Female,2021-08-17,San Diego,United States
11983,Cheryl Ortega,Female,2019-11-08,Bellflower,United States
11984,Alex Campbell,Male,2021-02-15,Oak Bay,Canada
11985,Melanie Hughes,Female,2021-02-27,Beaverton,United States
11986,Max Alvarez,Male,2019-11-22,Geelong,Australia
11987,Diane Vazquez,Female,2021-06-17,South Melbourne,Australia
11988,Kathryn Chapman,Female,2019-11-10,Goulburn,Australia
11989,Kara Anand,Female,2019-11-03,Hawthorne,Australia
11990,Joanna Vazquez,Female,2019-11-13,Newcastle,Australia
11991,Frederick Martinez,Male,2019-11-01,Milsons Point,Australia
11992,Tonya Chande,Female,2019-11-17,Brisbane,Australia
11993,Rosa Wang,Female,2019-11-13,Goulburn,Australia
11994,Leah Hu,Female,2019-11-25,Townsville,Australia
11995,Kelvin Carson,Male,2019-11-08,Sunbury,Australia
11996,Veronica Srini,Female,2019-11-04,Caloundra,Australia
11997,Kristina Kapoor,Female,2019-11-05,Coffs Harbour,Australia
11998,Donna Sharma,Female,2019-11-16,Hawthorne,Australia
11999,Johnny Shan,Male,2019-11-10,Newcastle,Australia
12000,Ashley Russell,Female,2019-11-16,Caloundra,Australia
12001,Shannon Yang,Female,2019-11-14,Goulburn,Australia
12002,Adriana Lopez,Female,2019-11-24,Lane Cove,Australia
12003,Audrey Munoz,Female,2019-11-06,Hervey Bay,Australia
12004,Jarrod Suri,Male,2019-11-08,Melton,Australia
12005,Gilbert Shen,Male,2019-11-21,Hawthorne,Australia
12006,Richard Blue,Male,2021-05-05,Townsville,Australia
12007,Shannon Sun,Female,2019-12-07,Brisbane,Australia
12008,Sharon Yuan,Female,2021-06-10,Hervey Bay,Australia
12009,Ann Martinez,Female,2019-12-11,North Ryde,Australia
12010,Max Serrano,Male,2019-12-21,Townsville,Australia
12011,Morgan Johnson,Female,2019-12-01,Bendigo,Australia
12012,Monica Schmidt,Female,2021-02-13,Coffs Harbour,Australia
12013,Kayla Lewis,Female,2019-12-09,Sunbury,Australia
12014,Devin Sanders,Male,2019-12-08,Bendigo,Australia
12015,Jacob White,Male,2021-04-22,Lincoln Acres,United States
12016,Meredith Serrano,Female,2019-11-14,Colma,United States
12017,David Simmons,Male,2021-03-20,Port Hammond,Canada
12018,Devin Henderson,Male,2019-10-29,San Diego,United States
12019,Gabrielle Cox,Female,2021-09-25,Torrance,United States
12020,Olivia Rogers,Female,2021-10-12,Port Hammond,Canada
12021,Deborah Yuan,Female,2019-12-03,Springwood,Australia
12022,Jose Wright,Male,2021-08-16,Woodburn,United States
12023,Fernando Johnson,Male,2019-10-30,Colma,United States
12024,Samuel Edwards,Male,2021-02-23,Port Orchard,United States
12025,Logan Diaz,Male,2019-11-18,Lake Oswego,United States
12026,Lucas Flores,Male,2019-11-22,West Covina,United States
12027,Haley Wood,Female,2019-11-10,Renton,United States
12028,Sarah Lewis,Female,2021-09-26,Lemon Grove,United States
12029,Damien Hu,Male,2021-08-02,Bellflower,United States
12030,Ana Washington,Female,2019-11-06,Issaquah,United States
12031,Logan Jai,Male,2021-11-06,Cliffside,Canada
12032,Tyler Taylor,Male,2021-02-20,Royal Oak,Canada
12033,Kristen Guo,Female,2019-11-23,Bremerton,United States
12034,Julian Long,Male,2021-09-23,Cranbourne,Australia
12035,Gerald Prasad,Male,2021-02-07,Hobart,Australia
12036,Summer Lopez,Female,2021-03-18,Rockhampton,Australia
12037,Patricia Chapman,Female,2019-12-27,Caloundra,Australia
12038,George Vance,Male,2021-05-04,Darlinghurst,Australia
12039,Ricardo Nath,Male,2019-12-27,Bendigo,Australia
12040,Richard Torres,Male,2021-02-13,San Diego,United States
12041,Seth Martin,Male,2019-11-09,Marysville,United States
12042,Alex Carter,Male,2019-11-05,Yakima,United States
12043,Carson Patterson,Male,2021-09-21,Fremont,United States
12044,Madeline Lopez,Female,2021-11-18,Long Beach,United States
12045,Luis Russell,Male,2021-05-20,Mill Valley,United States
12046,Alexa Cook,Female,2021-02-17,San Carlos,United States
12047,Alexandra Davis,Female,2021-05-02,West Covina,United States
12048,Kayla Coleman,Female,2021-09-11,Lake Oswego,United States
12049,Angela Russell,Female,2021-08-19,Los Angeles,United States
12050,Aaron Young,Male,2019-11-12,Lincoln Acres,United States
12051,Isaiah Scott,Male,2021-02-23,National City,United States
12052,Makayla Ward,Female,2019-11-03,Redwood City,United States
12053,Cedric Gao,Male,2019-10-29,Burbank,United States
12054,Luke Diaz,Male,2021-01-29,Newton,Canada
12055,Arianna Richardson,Female,2021-02-21,Newton,Canada
12056,Ian Ward,Male,2021-06-14,N. Vancouver,Canada
12057,Madeline Collins,Female,2021-02-26,Marysville,United States
12058,Chloe Nelson,Female,2019-11-14,Fremont,United States
12059,Jason Jenkins,Male,2019-11-22,Renton,United States
12060,Andrew Wedge,Male,2021-01-31,Sooke,Canada
12061,Bryce Brooks,Male,2021-01-29,Royal Oak,Canada
12062,Edward Long,Male,2021-02-24,San Carlos,United States
12063,Xavier Martinez,Male,2021-09-10,Bellingham,United States
12064,John White,Male,2021-03-18,Corvallis,United States
12065,Isaiah Collins,Male,2021-03-06,Issaquah,United States
12066,Wyatt Powell,Male,2021-03-01,Los Angeles,United States
12067,Aaron Bryant,Male,2021-04-24,Redwood City,United States
12068,Maria Jenkins,Female,2021-07-05,Newport Beach,United States
12069,Garrett Kelly,Male,2019-10-30,Chula Vista,United States
12070,Luke Ross,Male,2021-11-27,Beverly Hills,United States
12071,Robert Robinson,Male,2019-11-23,Beverly Hills,United States
12072,Tristan Ross,Male,2019-11-12,Lakewood,United States
12073,Thomas Rodriguez,Male,2021-03-06,Lakewood,United States
12074,Megan Jenkins,Female,2021-08-11,Oak Bay,Canada
12075,Cameron Griffin,Male,2019-11-22,Issaquah,United States
12076,Chloe Washington,Female,2019-11-04,Fremont,United States
12077,Nicole Sandberg,Female,2021-01-29,Shawnee,Canada
12078,Jose Edwards,Male,2019-11-27,Yakima,United States
12079,Nathaniel Cooper,Male,2019-11-05,National City,United States
12080,Grace Sanchez,Female,2021-03-31,Cliffside,Canada
12081,Kaitlyn Perez,Female,2021-05-08,Oak Bay,Canada
12082,Lauren Sanchez,Female,2019-11-17,Downey,United States
12083,Kayla Alexander,Female,2019-11-24,Edmonds,United States
12084,Aidan Perry,Male,2019-11-08,Milwaukie,United States
12085,Tyler Rodriguez,Male,2021-06-21,Portland,United States
12086,Emily Clark,Female,2021-05-14,Royal Oak,Canada
12087,Sean Cook,Male,2021-10-10,Lakewood,United States
12088,Lauren Thompson,Female,2021-12-26,Salem,United States
12089,Nathaniel Richardson,Male,2021-02-02,N. Vancouver,Canada
12090,Savannah Carter,Female,2021-05-08,Royal Oak,Canada
12091,Eddie Munoz,Male,2021-02-05,Beaverton,United States
12092,Austin White,Male,2021-05-02,Burien,United States
12093,Levi Chandra,Male,2021-11-05,Beverly Hills,United States
12094,Bailey Bailey,Female,2019-11-05,Lemon Grove,United States
12095,Austin Griffin,Male,2021-05-02,Lincoln Acres,United States
12096,Caitlin Brooks,Female,2019-11-17,San Carlos,United States
12097,Sean Allen,Male,2021-05-21,Shawnee,Canada
12098,Grace Clark,Female,2021-01-29,Spokane,United States
12099,Sydney Hall,Female,2021-04-11,Yakima,United States
12100,Jon Sun,Male,2021-08-13,Burbank,United States
12101,Logan Patterson,Male,2021-03-14,Newport Beach,United States
12102,Devin Simmons,Male,2019-11-07,Novato,United States
12103,Chloe White,Female,2019-11-28,Oakland,United States
12104,Mariah Ross,Female,2019-10-29,Palo Alto,United States
12105,Abigail Foster,Female,2019-11-01,Woodland Hills,United States
12106,Isaiah Baker,Male,2021-06-13,Oak Bay,Canada
12107,Nathan Gonzales,Male,2021-02-28,Victoria,Canada
12108,James Walker,Male,2019-11-18,Marysville,United States
12109,Morgan Foster,Female,2019-11-10,Spokane,United States
12110,Bianca Guo,Female,2019-11-14,Burlingame,United States
12111,Jacqueline Gonzales,Female,2021-07-10,Fremont,United States
12112,Arianna Henderson,Female,2019-11-27,Long Beach,United States
12113,Nathan Hughes,Male,2021-02-19,Langford,Canada
12114,Charles Richardson,Male,2021-03-02,Metchosin,Canada
12115,Chloe Richardson,Female,2021-06-05,Lebanon,United States
12116,Amanda Gray,Female,2019-11-20,Portland,United States
12117,Cameron Yang,Male,2021-08-03,Seattle,United States
12118,Miguel Sanchez,Female,2019-11-04,Bellflower,United States
12119,Keith Raje,Male,2021-05-05,Berkeley,United States
12120,Xavier Simmons,Male,2019-11-03,Issaquah,United States
12121,Logan Wilson,Male,2019-11-21,Milwaukie,United States
12122,Destiny Coleman,Female,2021-03-05,Vancouver,Canada
12123,Wesley Liang,Male,2020-02-10,Wokingham,United Kingdom
12124,Brandi Gill,Female,2019-01-29,Paris,France
12125,Diana Ortega,Female,2020-05-15,Mühlheim,Germany
12126,Tammy Raman,Female,2021-04-08,London,United Kingdom
12127,Grace Davis,Female,2021-11-10,Dunkerque,France
12128,Kristy Munoz,Female,2020-05-01,Berlin,Germany
12129,Wendy Alvarez,Female,2020-05-25,Leipzig,Germany
12130,Suzanne Zhou,Female,2020-05-08,Paderborn,Germany
12131,Randall Dominguez,Male,2019-02-21,Dunkerque,France
12132,Kaitlyn Henderson,Female,2019-01-30,Tremblay-en-France,France
12133,Colleen Xie,Female,2020-02-11,Lancaster,United Kingdom
12134,Hector Alonso,Male,2021-07-05,Stoke-on-Trent,United Kingdom
12135,Fernando Taylor,Male,2021-05-09,El Cajon,United States
12136,Blake Turner,Male,2021-04-24,Cliffside,Canada
12137,Jack Green,Male,2021-03-19,Novato,United States
12138,Colin Jai,Male,2021-08-28,Beaverton,United States
12139,Franklin Yang,Male,2021-07-02,Bellingham,United States
12140,Oscar Russell,Male,2021-06-02,Westminster,Canada
12141,Kaitlyn Lee,Female,2019-11-05,Beaverton,United States
12142,Gabriella Torres,Female,2019-11-27,Milwaukie,United States
12143,Logan Turner,Male,2019-11-16,Port Orchard,United States
12144,Kelly Jenkins,Female,2021-03-22,Port Orchard,United States
12145,Brandon Butler,Male,2021-11-28,Walla Walla,United States
12146,Xavier Thomas,Male,2021-06-29,Concord,United States
12147,Taylor Patterson,Female,2021-06-23,Haney,Canada
12148,Gabrielle Morris,Female,2021-11-23,Salem,United States
12149,Bailey Scott,Female,2021-05-01,W. Linn,United States
12150,Logan Wang,Male,2021-08-14,El Cajon,United States
12151,Steven Kelly,Male,2019-11-14,Lemon Grove,United States
12152,Adrian Ramirez,Male,2019-10-30,Lemon Grove,United States
12153,Kaitlyn Bailey,Female,2019-11-27,Oakland,United States
12154,Hailey Adams,Female,2021-03-14,Westminster,Canada
12155,Gabriella Lopez,Female,2019-11-21,Yakima,United States
12156,Bonnie Raji,Female,2019-11-06,Burbank,United States
12157,William White,Male,2021-05-10,Lincoln Acres,United States
12158,Kyle Phillips,Male,2021-09-01,Sooke,Canada
12159,Kaitlyn Scott,Female,2021-02-24,Westminster,Canada
12160,Jaclyn Zhang,Female,2019-11-18,Beaverton,United States
12161,Alexandria Rogers,Female,2021-03-09,Yakima,United States
12162,Luke Mitchell,Male,2019-11-11,La Jolla,United States
12163,Aaron Wang,Male,2019-11-05,Santa Cruz,United States
12164,Noah Butler,Male,2019-11-25,Spring Valley,United States
12165,Caleb Flores,Male,2021-01-30,Langford,Canada
12166,Jared Rogers,Male,2021-07-11,N. Vancouver,Canada
12167,Sebastian Stewart,Male,2019-10-29,Seattle,United States
12168,Hunter Jackson,Male,2021-02-26,Edmonds,United States
12169,Abigail Howard,Female,2019-10-29,Coronado,United States
12170,Sara Reed,Female,2019-11-23,Glendale,United States
12171,Alyssa Cooper,Female,2019-11-01,Lemon Grove,United States
12172,Eduardo Alexander,Male,2019-11-20,Newport Beach,United States
12173,Dalton Edwards,Male,2019-11-12,Newport Beach,United States
12174,Charles Phillips,Male,2019-12-06,Torrance,United States
12175,Luke Powell,Male,2021-11-17,Santa Cruz,United States
12176,Cody James,Male,2021-02-02,Salem,United States
12177,Kevin Campbell,Male,2021-03-07,Oak Bay,Canada
12178,Ethan Shan,Male,2019-12-25,Portland,United States
12179,Alexis Jones,Female,2019-12-16,Lebanon,United States
12180,Holly Mehta,Female,2019-12-10,Beaverton,United States
12181,Katelyn Sanders,Female,2019-12-03,Palo Alto,United States
12182,Erin Torres,Female,2021-03-14,Cliffside,Canada
12183,Emily Robinson,Female,2021-02-19,Sooke,Canada
12184,Isaiah Perez,Male,2019-12-22,Oregon City,United States
12185,Kaitlyn Patterson,Female,2021-03-29,Yakima,United States
12186,Bryant Srini,Male,2019-12-25,Berkeley,United States
12187,Ruben Subram,Male,2019-12-25,Beverly Hills,United States
12188,Ashley Thomas,Female,2019-12-25,Chula Vista,United States
12189,Sophia Wright,Female,2019-12-14,Los Angeles,United States
12190,Justin Gonzales,Male,2019-12-09,San Gabriel,United States
12191,Melissa Washington,Female,2021-04-16,West Covina,United States
12192,Jocelyn Hayes,Female,2021-04-12,Bellingham,United States
12193,Caleb Simmons,Male,2021-03-29,Newton,Canada
12194,Destiny Foster,Female,2021-04-18,San Gabriel,United States
12195,Erin Morris,Female,2021-05-23,National City,United States
12196,Alexis Miller,Female,2021-04-10,Vancouver,Canada
12197,Adam Hernandez,Male,2021-02-01,Mill Valley,United States
12198,Noah Scott,Male,2019-12-15,Milwaukie,United States
12199,Christina Richardson,Female,2021-06-16,Walla Walla,United States
12200,Rafael Sharma,Male,2019-12-20,Colma,United States
12201,Mindy Yuan,Female,2021-06-11,Burlingame,United States
12202,Xavier Ross,Male,2021-02-05,Sooke,Canada
12203,Zachary Hughes,Male,2021-07-03,Port Hammond,Canada
12204,Bradley Jai,Male,2021-01-28,Beaverton,United States
12205,Madison Long,Female,2021-10-26,Burbank,United States
12206,Sierra Parker,Female,2019-12-28,Long Beach,United States
12207,Samuel Hill,Male,2019-12-25,Issaquah,United States
12208,Dominique Sanchez,Female,2019-12-16,Bellingham,United States
12209,Mindy Jai,Female,2019-12-17,Bellflower,United States
12210,Alan He,Male,2020-03-15,London,United Kingdom
12211,Victor Romero,Male,2019-03-07,Roissy en Brie,France
12212,Shawna Xie,Female,2019-03-27,Versailles,France
12213,Alejandro Lal,Male,2020-05-09,München,Germany
12214,Julie Raje,Female,2020-03-07,Leeds,United Kingdom
12215,Karla She,Female,2020-03-10,London,United Kingdom
12216,Gerald Rodriguez,Male,2020-03-25,Maidenhead,United Kingdom
12217,Kyle Roberts,Male,2019-03-23,Versailles,France
12218,Mitchell Xu,Male,2020-05-25,Berlin,Germany
12219,Kurt Nara,Male,2019-03-24,Roncq,France
12220,Virginia Sara,Female,2019-03-09,Paris La Defense,France
12221,Brandi Ruiz,Female,2019-03-02,Saint Germain en Laye,France
12222,Jenny Xu,Female,2020-03-13,London,United Kingdom
12223,Felicia Vazquez,Female,2021-08-08,Frankfurt am Main,Germany
12224,Tristan Henderson,Male,2021-11-15,Leeds,United Kingdom
12225,Kathleen Ortega,Female,2020-05-19,Poing,Germany
12226,Faith Ward,Female,2020-05-19,Hof,Germany
12227,Kelsey Raje,Female,2021-04-29,Kirkby,United Kingdom
12228,Mayra Martinez,Female,2020-06-22,Berlin,Germany
12229,Kari Gomez,Female,2020-06-07,Mühlheim,Germany
12230,Wesley Zheng,Male,2020-06-20,Hamburg,Germany
12231,Isabelle Patterson,Female,2020-06-15,Solingen,Germany
12232,Sean Hernandez,Male,2020-06-03,Paderborn,Germany
12233,Jerry Yuan,Male,2022-01-17,London,United Kingdom
12234,Clarence Zeng,Male,2021-04-26,Les Ulis,France
12235,Donna Rai,Female,2021-03-23,Cambridge,United Kingdom
12236,Kendra Gill,Female,2021-07-13,Hamburg,Germany
12237,Ruth Madan,Female,2020-06-17,Kassel,Germany
12238,Monica Raman,Female,2021-07-09,Offenbach,Germany
12239,Alberto Ramos,Male,2020-03-23,London,United Kingdom
12240,Clayton Sharma,Male,2019-12-28,Matraville,Australia
12241,Kristine Sandberg,Female,2019-12-16,Wollongong,Australia
12242,Gilbert Liang,Male,2019-12-16,Findon,Australia
12243,Kristy Rubio,Female,2019-12-24,Geelong,Australia
